Course,Age at enrollment,Daytime/evening attendance,Area,Caste,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target,Previous Qualification
Foreign Language,13,1,Rajasthan,Sarathe,0,1,0,1,Female,1,13.33333333,14.5,10.8,1.4,1.74,Graduate,7
Sociology,14,1,Pondicherry,Bania,1,0,0,1,Female,0,11.25,12.5,9.4,-0.8,-3.12,Dropout,8
Psychology,14,1,Chhattisgarh,Jasodi,0,0,0,1,Female,1,13.85,12.19285714,11.1,0.6,2.02,Graduate,8
Psychology,10,1,Haryana,Patkar,1,0,0,1,Female,1,13.74166667,14.9125,16.2,0.3,-0.92,Graduate,8
Other,16,0,Haryana,Majhe,0,0,0,1,Female,0,15.33333333,15.8,11.1,0.6,2.02,Graduate,6
Economics,10,1,Kerala,Sachiyar,0,0,0,1,Female,0,11,13.8,12.4,0.5,1.79,Graduate,8
Political Science,10,1,Delhi,Slaute,0,0,0,1,Female,1,12,12.85714286,11.1,0.6,2.02,Graduate,7
Art,16,1,Sikkim,Deyar,1,0,0,1,Female,0,0,0,7.6,2.6,0.32,Dropout,9
Psychology,11,1,Chhattisgarh,Raghuransi,1,0,0,1,Female,1,11.57142857,11.57142857,12.7,3.7,-1.7,Graduate,9
Sociology,15,1,Tripura,Padaychi,1,0,0,1,Female,0,12.85714286,12.66666667,12.7,3.7,-1.7,Graduate,9
Sociology,11,1,Tripura,Naveethm,0,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,8
Art,16,1,Lakshadweep,Raghuransi,0,0,0,1,Female,0,13,13.2,9.4,-0.8,-3.12,Graduate,7
Sociology,13,1,Daman & Diu,Pal,0,0,0,1,Female,1,11,12,15.5,2.8,-4.06,Graduate,6
Economics,12,1,Rajasthan,Vashnav,0,0,0,1,Female,0,12,15,16.2,0.3,-0.92,Dropout,9
Political Science,11,1,Chhattisgarh,Chaman,0,0,0,1,Female,1,12.6,13,10.8,1.4,1.74,Graduate,8
Foreign Language,16,1,Sikkim,Jain,0,0,0,1,Female,1,13.4,13.16666667,9.4,-0.8,-3.12,Graduate,9
Political Science,10,1,Dadra & Nagar Haveli,Chettiar,0,1,0,1,Female,1,11.33333333,11.57142857,15.5,2.8,-4.06,Graduate,9
Computer Science,13,1,Uttaranchal,Saildar,1,0,0,0,Female,0,13.5,14.25,9.4,-0.8,-3.12,Dropout,8
History,12,1,Meghalaya,Kushwaha,0,0,1,0,Female,0,11.75,10.33333333,16.2,0.3,-0.92,Dropout,8
Psychology,14,1,Gujarat,Kewamkat,1,0,0,1,Female,0,12.47142857,11.4625,12.4,0.5,1.79,Enrolled,7
Physics,11,1,Mizoram,Bamam,1,0,0,1,Female,0,12.90909091,13.55555556,12.4,0.5,1.79,Enrolled,9
Economics,14,1,Tripura,Vasudev,1,0,0,1,Female,1,11.6,13.6,12.4,0.5,1.79,Graduate,7
Economics,13,1,Jharkhand,Muddim,0,0,0,0,Female,0,0,0,10.8,1.4,1.74,Dropout,7
Economics,11,1,Jammu & Kashmir,Majhe,0,0,0,1,Female,1,12.9,12.36363636,8.9,1.4,3.51,Graduate,8
Psychology,11,1,Dadra & Nagar Haveli,Sikhi,0,0,0,1,Female,0,13.22,13.22,9.4,-0.8,-3.12,Graduate,7
Psychology,16,1,Manipur,Vareth,1,0,0,1,Female,1,13.15142857,13.15142857,10.8,1.4,1.74,Graduate,8
Biology,11,1,Goa,Varua,0,0,1,0,Female,0,12.75,11.33333333,13.9,-0.3,0.79,Dropout,7
Sociology,16,1,Bihar,Dhimer,1,0,0,1,Female,0,11.33333333,12.25,11.1,0.6,2.02,Graduate,7
Art,14,1,Orissa,Bhunjwa,1,0,0,1,Female,1,13.25,14.14285714,11.1,0.6,2.02,Graduate,6
English,15,1,Sikkim,Sain,1,0,0,1,Female,0,12.4,12.4,9.4,-0.8,-3.12,Enrolled,7
Music,16,1,Goa,Banji,1,0,0,1,Female,1,15,12.83333333,8.9,1.4,3.51,Dropout,7
History,12,1,Andaman & Nicobar Islands,Asrai,0,0,0,1,Female,0,14.4,13,7.6,2.6,0.32,Graduate,9
Music,12,1,Madhya Pradesh,Rajput,1,0,0,1,Female,0,11,0,9.4,-0.8,-3.12,Enrolled,9
Economics,15,1,Rajasthan,Bhil,0,0,0,1,Female,0,12.4,10.8,8.9,1.4,3.51,Graduate,8
Physical Education,12,1,Maharashtra,Mehteer,1,0,1,0,Female,1,16,0,8.9,1.4,3.51,Dropout,7
Other,16,0,Jharkhand,Umblar,0,0,0,1,Female,0,13.57142857,12.33333333,16.2,0.3,-0.92,Graduate,9
English,15,1,Andhra Pradesh,Kurmi,0,0,0,1,Female,0,11.83333333,12.5,7.6,2.6,0.32,Enrolled,7
Political Science,13,1,Gujarat,Sowrstra,1,0,0,1,Female,1,11.66666667,12.66666667,12.4,0.5,1.79,Graduate,7
Political Science,13,1,Meghalaya,Satnami,1,0,1,0,Female,0,11.83333333,13,16.2,0.3,-0.92,Dropout,8
Sociology,13,1,Chandigarh,Mooppar,0,0,0,1,Female,1,11.16666667,10.6,15.5,2.8,-4.06,Graduate,9
Chemistry,13,0,Nagaland,Bangali,0,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Dropout,7
Geography,14,1,Rajasthan,Padaychi,0,0,1,0,Female,0,11.75,12.16666667,7.6,2.6,0.32,Dropout,7
Political Science,13,1,Jharkhand,Asooy,0,0,0,1,Female,0,14,14,10.8,1.4,1.74,Graduate,8
Political Science,11,1,Bihar,Kshtriya,0,0,0,1,Female,0,12.83333333,12,12.4,0.5,1.79,Graduate,7
Music,15,1,Punjab,Varma,1,0,0,1,Female,0,12.25,11.66666667,9.4,-0.8,-3.12,Graduate,8
Psychology,15,1,Pondicherry,Nanda,1,0,0,1,Female,0,14.82857143,14.82857143,12.7,3.7,-1.7,Graduate,6
Music,15,1,Andaman & Nicobar Islands,Dhimer,1,0,0,1,Female,1,11.4,12.8,12.7,3.7,-1.7,Graduate,9
English,14,1,Daman & Diu,B.C.,1,0,0,1,Female,1,13,12.5,10.8,1.4,1.74,Graduate,6
Psychology,15,1,Manipur,Nai (Barber),0,0,0,1,Female,1,13.67142857,13.67142857,12.7,3.7,-1.7,Graduate,8
Biology,13,1,Uttar Pradesh,Rajput,0,0,0,1,Female,1,12.66666667,12.8,13.9,-0.3,0.79,Graduate,7
Economics,16,1,Bihar,Kalar,1,0,0,0,Female,0,10,13,7.6,2.6,0.32,Dropout,8
Economics,12,1,Manipur,Banji,1,0,0,1,Female,0,13.5,12.33333333,13.9,-0.3,0.79,Graduate,8
Psychology,14,1,Madhya Pradesh,Milala,0,0,0,1,Female,0,12.67,13.55,11.1,0.6,2.02,Graduate,6
Political Science,12,1,Punjab,Nanda,0,0,0,1,Female,0,14.5,15.42857143,16.2,0.3,-0.92,Graduate,7
Psychology,15,1,Chandigarh,Bamam,1,0,0,1,Female,0,13.68571429,15.3875,13.9,-0.3,0.79,Graduate,7
Foreign Language,11,1,Himachal Pradesh,Sanyasi,0,0,0,1,Female,0,11,10.66666667,12.7,3.7,-1.7,Dropout,7
Computer Science,14,1,Karnataka,Nai (Barber),0,0,1,0,Female,0,11.55555556,13.2,7.6,2.6,0.32,Dropout,7
Psychology,11,1,Chhattisgarh,Kallar,0,0,0,1,Female,1,13.79714286,13.775,12.4,0.5,1.79,Enrolled,8
Psychology,14,1,Andhra Pradesh,Akamow Door,1,0,0,1,Female,1,14.00375,13.81285714,15.5,2.8,-4.06,Graduate,7
Economics,14,1,Telangana,Vashnav,1,0,0,1,Female,1,12,11.4,16.2,0.3,-0.92,Graduate,6
Chemistry,16,0,Rajasthan,Basod,1,0,0,1,Female,1,14.16666667,14.16666667,16.2,0.3,-0.92,Graduate,7
Other,15,0,Uttar Pradesh,Konar,0,0,0,1,Female,0,14,13.8,8.9,1.4,3.51,Graduate,7
English,10,1,Manipur,Bania,0,0,0,1,Female,1,13.8,12.83333333,16.2,0.3,-0.92,Graduate,6
Chemistry,14,0,Mizoram,Sain,0,0,0,1,Female,0,12.8,11.85714286,7.6,2.6,0.32,Graduate,6
Music,13,1,Kerala,M.B.C.,0,0,0,1,Female,0,12.16666667,13.83333333,7.6,2.6,0.32,Graduate,9
English,14,1,Chandigarh,Varma,0,0,0,1,Female,0,12.5,12.33333333,15.5,2.8,-4.06,Enrolled,6
Chemistry,13,0,Tripura,Naveethm,0,0,0,1,Female,0,12,11.5,7.6,2.6,0.32,Graduate,7
Chemistry,12,0,Tripura,Asooy,1,0,0,1,Female,1,10.83333333,11.5,10.8,1.4,1.74,Graduate,6
Psychology,10,1,Goa,Lular,1,0,0,1,Female,0,13.385,13.385,9.4,-0.8,-3.12,Graduate,9
History,10,1,Himachal Pradesh,Naveethm,1,0,0,1,Female,0,15.66666667,14.5,15.5,2.8,-4.06,Graduate,9
Biology,13,1,Tamil Nadu,Kachhi,0,0,1,1,Female,1,14.33333333,13.83333333,13.9,-0.3,0.79,Graduate,7
Biology,10,1,Rajasthan,Muddim,0,0,0,1,Female,0,11.42857143,13,12.4,0.5,1.79,Enrolled,9
Political Science,14,1,Lakshadweep,Sowrstra,1,0,0,1,Female,1,11.66666667,11.66666667,8.9,1.4,3.51,Graduate,8
English,15,1,Andaman & Nicobar Islands,Patel,1,0,0,1,Female,1,12,11.33333333,8.9,1.4,3.51,Dropout,9
Psychology,14,1,Nagaland,Bhil,0,0,0,1,Female,1,14.72571429,14.72571429,10.8,1.4,1.74,Graduate,8
Music,14,1,Arunachal Pradesh,Harjan,1,0,0,1,Female,1,14.16666667,13.66666667,12.4,0.5,1.79,Graduate,7
Political Science,13,1,Manipur,Nadar,1,0,0,1,Female,0,11.57142857,12.33333333,12.4,0.5,1.79,Graduate,6
Physical Education,16,1,Chhattisgarh,Asari,1,0,0,1,Female,0,12.5,13.1375,12.4,0.5,1.79,Graduate,9
Psychology,15,1,Uttaranchal,Cristan,0,0,0,1,Female,0,12.86,12.86,9.4,-0.8,-3.12,Graduate,6
Art,11,1,Orissa,Gara,1,0,0,1,Female,0,12.25,13.71428571,11.1,0.6,2.02,Graduate,7
History,10,1,Orissa,Kushwaha,1,0,0,1,Female,1,12,12.2,10.8,1.4,1.74,Graduate,6
Psychology,11,1,Mizoram,Gara,0,0,0,1,Female,1,15.11666667,16.16888889,15.5,2.8,-4.06,Graduate,6
Art,16,1,Delhi,Mehra,0,0,1,0,Female,0,12.5,10.25,9.4,-0.8,-3.12,Dropout,9
Political Science,14,1,Mizoram,Kewet,1,0,0,1,Female,0,0,0,9.4,-0.8,-3.12,Dropout,9
Art,13,1,Meghalaya,Dhimer,1,0,0,1,Female,0,11,11,10.8,1.4,1.74,Enrolled,9
Art,10,1,Chhattisgarh,Dhobi,1,0,0,1,Female,0,11.875,14.6,11.1,0.6,2.02,Graduate,9
Computer Science,12,1,Nagaland,Vidivar,1,0,0,1,Female,0,11,0,12.7,3.7,-1.7,Dropout,6
History,16,1,Dadra & Nagar Haveli,Sanyasi,0,0,0,1,Female,0,15.2,13.2,7.6,2.6,0.32,Graduate,6
Computer Science,15,1,Arunachal Pradesh,Rajput,1,0,1,0,Female,0,11.6,11,12.4,0.5,1.79,Dropout,9
Political Science,15,1,Telangana,Rajput,0,0,1,1,Female,0,14.83333333,15.14285714,11.1,0.6,2.02,Graduate,9
Foreign Language,11,1,Madhya Pradesh,Rajput,1,0,0,1,Female,0,11.33333333,11.33333333,7.6,2.6,0.32,Dropout,7
Economics,12,1,Jammu & Kashmir,Chaman,0,0,0,1,Female,1,11.2,11.8,11.1,0.6,2.02,Graduate,8
Foreign Language,14,1,Mizoram,Kushwaha,1,0,0,1,Female,1,13.4,13.66666667,9.4,-0.8,-3.12,Graduate,9
Economics,16,1,Meghalaya,Vasudev,0,0,0,1,Female,0,10.5,0,11.1,0.6,2.02,Dropout,7
Economics,10,1,Orissa,Jasodi,0,0,0,1,Female,0,16.2,16.4,11.1,0.6,2.02,Graduate,6
Psychology,12,1,Chandigarh,Sachiyar,1,0,0,1,Female,1,14.54285714,14.88181818,16.2,0.3,-0.92,Graduate,6
Psychology,12,1,Maharashtra,Bhunjwa,0,0,0,1,Female,0,13.69428571,14.35555556,11.1,0.6,2.02,Graduate,9
Political Science,13,1,Jammu & Kashmir,Basade,0,0,0,1,Female,1,11.28571429,11.85714286,12.4,0.5,1.79,Graduate,7
Psychology,11,1,Himachal Pradesh,Dhoby,0,0,0,1,Female,0,11.75714286,13.08333333,15.5,2.8,-4.06,Enrolled,9
History,11,1,Andaman & Nicobar Islands,Kewet,0,0,1,0,Female,0,0,0,8.9,1.4,3.51,Dropout,6
Psychology,15,1,Daman & Diu,Guvati,1,0,0,1,Female,1,13.05857143,13.05857143,10.8,1.4,1.74,Graduate,9
Psychology,14,1,Chandigarh,Vashnav,0,0,0,1,Female,0,14.3,14.05555556,16.2,0.3,-0.92,Graduate,8
Economics,10,1,Daman & Diu,Naidu,0,0,0,1,Female,0,11.8,12,7.6,2.6,0.32,Graduate,7
History,15,1,Jharkhand,Kumbhi,1,0,0,1,Female,0,10.33333333,13,7.6,2.6,0.32,Enrolled,8
Sociology,12,1,Arunachal Pradesh,Kahi,1,0,0,1,Female,0,10.57142857,11.66666667,16.2,0.3,-0.92,Graduate,8
Psychology,13,1,Mizoram,Kalra,1,0,0,1,Female,0,13.33333333,13.33333333,7.6,2.6,0.32,Graduate,7
Political Science,16,1,Daman & Diu,Barber/Nai,0,0,1,1,Female,0,11.85714286,11,13.9,-0.3,0.79,Graduate,6
Foreign Language,12,1,Telangana,Cristan,1,0,0,1,Female,0,12.6,11.4,9.4,-0.8,-3.12,Enrolled,7
History,13,1,Maharashtra,Asrai,1,0,0,1,Female,0,14,11.6,9.4,-0.8,-3.12,Enrolled,8
Foreign Language,16,1,Tripura,Gahatra,1,0,0,1,Female,0,12,12.66666667,11.1,0.6,2.02,Enrolled,6
Geography,14,1,Ladakh,Gahatra,0,0,1,1,Female,0,0,0,16.2,0.3,-0.92,Dropout,9
Political Science,16,1,Nagaland,Manker,1,0,0,1,Female,0,12,13,12.4,0.5,1.79,Graduate,7
Chemistry,14,0,Kerala,Rautasvam,0,0,0,1,Female,0,12.66666667,11.66666667,12.7,3.7,-1.7,Graduate,6
Political Science,10,1,Delhi,Asrai,1,0,0,1,Female,1,12.16666667,13.66666667,9.4,-0.8,-3.12,Graduate,8
Political Science,12,1,Karnataka,Pathan,0,0,0,1,Female,0,13.33333333,14.66666667,13.9,-0.3,0.79,Graduate,9
Foreign Language,16,1,Andaman & Nicobar Islands,Naidu,0,0,1,1,Female,0,15,14.57142857,12.4,0.5,1.79,Graduate,8
Psychology,12,1,Kerala,Vasudev,1,0,0,1,Female,1,13.39125,13.39125,9.4,-0.8,-3.12,Graduate,6
Political Science,12,1,Manipur,Varua,0,0,0,1,Female,0,12.16666667,12.42857143,13.9,-0.3,0.79,Graduate,8
Computer Science,15,1,Pondicherry,Vashnav,0,0,0,1,Female,0,11.25,12.5,7.6,2.6,0.32,Graduate,9
History,10,1,Goa,Padaychi,1,0,0,1,Female,0,12,12,9.4,-0.8,-3.12,Enrolled,7
Physics,11,1,Andhra Pradesh,Guvati,1,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,8
Chemistry,11,0,Goa,Kalra,1,0,0,1,Female,0,12.83333333,12.85714286,12.4,0.5,1.79,Graduate,9
Biology,16,1,Tripura,Umblar,0,0,0,1,Female,0,14,13.1,16.2,0.3,-0.92,Graduate,8
Economics,11,1,Sikkim,Bhil,1,0,0,1,Female,0,13,12,9.4,-0.8,-3.12,Enrolled,9
Music,10,1,Mizoram,Jasodi,1,0,0,1,Female,0,13.5,12.5,9.4,-0.8,-3.12,Graduate,9
Political Science,16,1,Madhya Pradesh,Konar,0,0,0,1,Female,0,10.69230769,12.30769231,15.5,2.8,-4.06,Enrolled,6
Other,11,0,Goa,Sc/Pl,0,0,0,1,Female,0,11,11.66666667,10.8,1.4,1.74,Graduate,7
Political Science,12,1,Arunachal Pradesh,Tshima Miar,0,0,0,1,Female,0,13,13.83333333,12.7,3.7,-1.7,Graduate,8
Chemistry,13,0,Meghalaya,Munaliar,0,0,0,1,Female,0,12,11.25,9.4,-0.8,-3.12,Enrolled,7
Sociology,11,1,Nagaland,Iyar,1,0,0,1,Female,0,12.6,11.5,12.7,3.7,-1.7,Dropout,6
Music,16,1,Daman & Diu,Schtlear,0,0,0,1,Female,1,13.66666667,13.33333333,12.4,0.5,1.79,Graduate,9
Physics,15,1,Chhattisgarh,Serva,1,0,0,0,Female,0,0,0,9.4,-0.8,-3.12,Dropout,6
Psychology,15,1,Himachal Pradesh,Naidu,0,0,1,1,Female,1,14.2,14.2,7.6,2.6,0.32,Graduate,8
Sociology,16,1,Maharashtra,Kushwaha,0,0,1,0,Female,0,11,0,10.8,1.4,1.74,Dropout,6
History,15,1,Lakshadweep,Sutare,1,0,0,1,Female,0,15,16.42857143,11.1,0.6,2.02,Graduate,9
Psychology,12,1,Sikkim,Thakur,0,0,0,1,Female,0,12.58571429,13.44285714,13.9,-0.3,0.79,Graduate,8
Other,15,0,Gujarat,Sain,0,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Dropout,8
Biology,13,1,Uttar Pradesh,Shikari Pardhi,0,0,1,1,Female,1,0,0,11.1,0.6,2.02,Enrolled,9
History,15,1,Ladakh,Vijmar,0,0,0,1,Female,0,0,0,8.9,1.4,3.51,Dropout,6
Foreign Language,14,1,Uttar Pradesh,Banji,1,0,0,1,Female,0,11.66666667,11.83333333,10.8,1.4,1.74,Graduate,8
Music,11,1,Chhattisgarh,Manigaicr,0,0,1,1,Female,0,12.66666667,10,10.8,1.4,1.74,Dropout,8
Economics,10,1,Mizoram,Paingam,1,0,0,1,Female,0,10.33333333,11,16.2,0.3,-0.92,Enrolled,6
History,16,1,Sikkim,Asari,1,0,0,1,Female,1,13.5,13.71428571,8.9,1.4,3.51,Graduate,7
Psychology,15,1,Rajasthan,Murg,1,0,0,1,Female,0,13.98,13.98,7.6,2.6,0.32,Enrolled,9
History,15,1,Delhi,Kunval,1,0,0,1,Female,1,16.15384615,15.75,15.5,2.8,-4.06,Graduate,6
Psychology,12,1,Dadra & Nagar Haveli,Bhil,1,0,0,1,Female,1,14.03333333,14.03333333,7.6,2.6,0.32,Graduate,9
History,12,1,Andhra Pradesh,Bangali,0,0,0,1,Female,0,11,11.2,7.6,2.6,0.32,Enrolled,6
Foreign Language,14,1,Delhi,Pollar,1,0,0,1,Female,1,13.85714286,13.66666667,8.9,1.4,3.51,Graduate,9
Psychology,10,1,Chhattisgarh,Panika,1,0,0,1,Female,0,13.41428571,13.41428571,12.7,3.7,-1.7,Dropout,8
Chemistry,16,0,Gujarat,Sai Teli,0,0,0,1,Female,0,13.54545455,13.57142857,16.2,0.3,-0.92,Graduate,8
Other,10,0,Orissa,Deyar,0,0,0,1,Female,1,11.25,10.83333333,13.9,-0.3,0.79,Enrolled,7
Music,15,1,Ladakh,Brahmin,0,0,0,1,Female,1,13.83333333,14.42857143,15.5,2.8,-4.06,Graduate,9
Other,16,0,Karnataka,"Badai (Khati, Carpenter)",0,0,0,1,Female,0,12,12.85714286,13.9,-0.3,0.79,Graduate,6
History,10,1,Delhi,Mehra,0,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Dropout,6
Chemistry,11,0,Haryana,Kshtriya,0,0,1,1,Female,0,11.9,12.8,11.1,0.6,2.02,Enrolled,7
Economics,13,1,Kerala,Kewamkat,1,0,0,0,Female,0,0,0,9.4,-0.8,-3.12,Dropout,6
Psychology,15,1,Uttaranchal,Tshima Miar,1,0,0,1,Female,1,15.13571429,15.2875,12.4,0.5,1.79,Graduate,6
Foreign Language,12,1,Pondicherry,Parmyiar,1,0,0,0,Female,1,12.28571429,13.33333333,8.9,1.4,3.51,Enrolled,8
History,13,1,Andhra Pradesh,Rathor,1,0,0,1,Female,0,12.66666667,13.5,16.2,0.3,-0.92,Enrolled,6
Psychology,15,1,Tripura,Katnatam,0,0,0,1,Female,1,12.74,10.97857143,16.2,0.3,-0.92,Dropout,8
Psychology,14,1,Jharkhand,Suryavansi,0,0,0,1,Female,0,13.25,13.75,13.9,-0.3,0.79,Enrolled,7
Political Science,10,1,Daman & Diu,Slaute,0,0,0,1,Female,0,10.33333333,10.33333333,7.6,2.6,0.32,Enrolled,6
Foreign Language,13,1,Dadra & Nagar Haveli,Brahmin,0,0,0,1,Female,1,13.42857143,13.16666667,15.5,2.8,-4.06,Graduate,9
Economics,15,1,Punjab,Pathan,0,0,0,1,Female,0,12.55555556,11.11111111,8.9,1.4,3.51,Graduate,7
Political Science,12,1,Sikkim,Bhil,0,0,0,1,Female,0,11.5,11.16666667,7.6,2.6,0.32,Graduate,8
Foreign Language,15,1,Tripura,Kali,0,0,0,1,Female,0,13.66666667,12.33333333,7.6,2.6,0.32,Graduate,9
Other,13,0,Ladakh,Nayar,0,0,0,1,Female,0,11.27272727,12,10.8,1.4,1.74,Graduate,9
Foreign Language,12,1,Karnataka,Pr/Sc,1,0,0,1,Female,0,13.16666667,12.4,15.5,2.8,-4.06,Enrolled,6
Chemistry,14,0,Chandigarh,Monchi,0,0,0,1,Female,1,14.66666667,14.16666667,13.9,-0.3,0.79,Graduate,7
History,15,1,Ladakh,Kalar,1,0,0,1,Female,0,12.75,11,12.4,0.5,1.79,Enrolled,9
Psychology,10,1,Haryana,Nai (Barber),0,1,0,1,Female,0,11.2,12.14,16.2,0.3,-0.92,Enrolled,6
Music,13,1,Uttar Pradesh,Sc/Pl,1,0,1,0,Female,0,13,11.4,7.6,2.6,0.32,Dropout,7
History,16,1,Tripura,Satnami,0,0,0,0,Female,0,10.5,12.33333333,7.6,2.6,0.32,Dropout,9
History,16,1,Jharkhand,Harjan,0,0,0,1,Female,0,14.85714286,14,11.1,0.6,2.02,Graduate,8
Psychology,16,1,Mizoram,Meher,1,0,0,1,Female,1,12.86,12.86,10.8,1.4,1.74,Graduate,8
Political Science,15,1,Himachal Pradesh,Sudre,1,0,0,1,Female,0,11.72727273,12,12.4,0.5,1.79,Graduate,7
History,14,1,Maharashtra,Nayar,1,0,0,1,Female,1,13.14285714,12,13.9,-0.3,0.79,Graduate,6
Art,10,1,Gujarat,Ambacam,1,0,1,1,Female,0,11.8,13.71428571,10.8,1.4,1.74,Dropout,8
Economics,13,1,Nagaland,Naidu,1,0,0,1,Female,0,10.66666667,0,16.2,0.3,-0.92,Dropout,8
English,15,1,Pondicherry,Tshima Miar,0,0,0,1,Female,1,11.6,11.2,8.9,1.4,3.51,Enrolled,9
Sociology,11,1,Telangana,Vinta,1,0,0,1,Female,0,10.33333333,10.33333333,10.8,1.4,1.74,Enrolled,7
Music,15,1,Andhra Pradesh,Naidu,1,1,0,1,Female,0,12.25,11,7.6,2.6,0.32,Enrolled,9
Sociology,14,1,Uttaranchal,Kalar,0,0,0,1,Female,0,12,12.75,12.4,0.5,1.79,Enrolled,8
Psychology,13,1,Tripura,Asooy,1,0,0,1,Female,0,14.73142857,14.73142857,10.8,1.4,1.74,Graduate,6
Physics,14,1,Madhya Pradesh,Kumhar (Potter),1,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Graduate,6
English,11,1,Arunachal Pradesh,Asari,1,0,0,1,Female,0,13.61538462,14.25,13.9,-0.3,0.79,Graduate,8
Other,16,0,Rajasthan,Manikpuri,0,0,0,1,Female,0,15.8,14.8,8.9,1.4,3.51,Graduate,9
Political Science,12,1,Meghalaya,Sutare,0,0,0,1,Female,0,14.66666667,14.57142857,15.5,2.8,-4.06,Graduate,6
History,10,1,Pondicherry,Thakur,0,0,0,1,Female,0,0,0,7.6,2.6,0.32,Dropout,6
Psychology,11,1,Bihar,Paingam,1,0,0,1,Female,1,14.65428571,14.65428571,10.8,1.4,1.74,Graduate,7
Psychology,14,1,Maharashtra,Ambacam,0,0,0,1,Female,0,12.40142857,12.40142857,10.8,1.4,1.74,Graduate,8
Psychology,13,1,Jammu & Kashmir,Mehteer,1,0,0,1,Female,0,11.5875,14.07142857,13.9,-0.3,0.79,Graduate,6
Other,12,0,Nagaland,Rathor,0,0,0,1,Female,0,14,15.6,12.4,0.5,1.79,Graduate,6
Political Science,16,1,Arunachal Pradesh,Pathan,1,0,0,1,Female,1,12.33333333,11.83333333,8.9,1.4,3.51,Graduate,7
History,10,1,Chhattisgarh,Velalar,0,0,0,1,Female,0,14,15.4,7.6,2.6,0.32,Graduate,6
History,11,1,Karnataka,Parmyiar,1,0,0,1,Female,0,15.23076923,12.375,15.5,2.8,-4.06,Graduate,7
Foreign Language,12,1,Maharashtra,Pal,1,0,0,1,Female,0,11.6,11,12.7,3.7,-1.7,Dropout,6
Psychology,15,1,Andaman & Nicobar Islands,Akamow Door,1,0,0,1,Female,1,11.6,11.6,7.6,2.6,0.32,Graduate,6
Psychology,11,1,Mizoram,Majhe,0,0,0,1,Female,0,0,0,12.7,3.7,-1.7,Dropout,7
Psychology,16,1,Haryana,Nanda,0,0,0,1,Female,1,12.90142857,13.09444444,11.1,0.6,2.02,Graduate,7
Other,10,0,Sikkim,Patel,0,0,0,1,Female,0,14.14285714,14.8,7.6,2.6,0.32,Graduate,7
History,10,1,Himachal Pradesh,Sutare,1,0,0,1,Female,0,0,0,15.5,2.8,-4.06,Dropout,8
Psychology,10,1,Haryana,Mehra,1,0,0,1,Female,0,13.25375,13.25375,9.4,-0.8,-3.12,Graduate,9
Physical Education,10,1,Gujarat,Kewet,1,0,0,1,Female,0,13.78571429,14.1,12.4,0.5,1.79,Graduate,9
Psychology,16,1,Dadra & Nagar Haveli,Sai Teli,0,0,0,1,Female,0,13.91666667,13.91666667,7.6,2.6,0.32,Graduate,7
Art,14,1,Andaman & Nicobar Islands,Kallar,1,0,0,1,Female,0,13.5,13.57142857,11.1,0.6,2.02,Graduate,9
Economics,16,1,Telangana,Bhil,1,0,0,1,Female,0,11.33333333,10.66666667,10.8,1.4,1.74,Enrolled,8
History,13,1,Andhra Pradesh,Banji,1,0,0,1,Female,0,0,0,10.8,1.4,1.74,Dropout,6
Art,15,1,Bihar,Bamam,0,0,0,1,Female,0,11.5,14.6,11.1,0.6,2.02,Graduate,7
Psychology,11,1,Tamil Nadu,Jhhimmer,1,0,0,1,Female,1,12.08285714,12.08285714,10.8,1.4,1.74,Graduate,6
Chemistry,12,0,Tripura,Gupta,0,0,0,1,Female,1,11.83333333,12.8,15.5,2.8,-4.06,Graduate,8
Economics,10,1,Sikkim,Dhoby,1,0,0,1,Female,1,13.4,12.4,12.4,0.5,1.79,Graduate,7
Psychology,12,1,Andhra Pradesh,Gadaria,0,0,0,1,Female,1,0,0,7.6,2.6,0.32,Dropout,8
Music,11,1,Delhi,Parmyiar,1,0,0,1,Female,0,14.2,14.57142857,15.5,2.8,-4.06,Graduate,9
Psychology,16,1,Jharkhand,Sudhar,1,0,0,1,Female,1,13.81428571,13.81428571,12.7,3.7,-1.7,Graduate,7
Sociology,13,1,Maharashtra,Vidivar,0,0,0,1,Female,1,11.25,10.5,12.4,0.5,1.79,Enrolled,8
Art,10,1,Manipur,Dhimer,0,0,0,1,Female,1,14.5,13.66666667,12.7,3.7,-1.7,Graduate,6
Art,13,1,Chandigarh,Slaute,1,0,0,1,Female,0,0,0,7.6,2.6,0.32,Dropout,9
Psychology,10,1,Madhya Pradesh,Ahir,1,0,0,1,Female,0,11.3,11.3,7.6,2.6,0.32,Graduate,9
Physical Education,14,1,Manipur,Lodhi,0,0,0,1,Female,0,0,16,10.8,1.4,1.74,Enrolled,9
Computer Science,15,1,Andaman & Nicobar Islands,Dada Achi,1,0,1,1,Female,0,12,12,12.7,3.7,-1.7,Enrolled,9
